x,p90,p80,p70,p60,p50,p40,p30,p20,p10
2.8484848484848486,2.3600427545141485,2.277550908447418,2.2014887850188054,2.140412822557405,2.052445079887773,1.8546737594061606,1.6338526542332326,1.53309789589621,1.4831343423770345
3.085858585858586,2.3257512724867535,2.2404792848789086,2.1648050186391874,2.102191747558921,2.018488600783499,1.826934778829725,1.6153154112802948,1.513887449223694,1.4681972182330087
3.323232323232323,2.295900501166467,2.2060178962039596,2.1308915878004253,2.065834077496545,1.9860261005473185,1.8016093577753518,1.6005279192378896,1.4982780075577375,1.4562036315853473
3.5606060606060606,2.2710386626130825,2.1740740602235413,2.0995865982716744,2.0319220849260686,1.9553309958552332,1.7790509031231405,1.5902040356248757,1.4860018205886214,1.4476567348377922
3.797979797979798,2.2560814832723155,2.1492332763841264,2.0749415336419874,2.004788172080656,1.930385346870759,1.7631696063860036,1.5876250694948169,1.4796312285767188,1.444414424561702
4.0353535353535355,2.253576619919183,2.134540077331746,2.0595351502416954,1.9870794164218202,1.9140156529917167,1.7568387675885333,1.594099646935408,1.4804805571734045,1.4460686729114212
4.2727272727272725,2.2664986646947494,2.1345281060944252,2.057407058288953,1.9826698194976398,1.9102890215795973,1.7635055916315192,1.6108201331148824,1.490249175874935,1.4520833049938309
4.51010101010101,2.2951797095283846,2.1515119311031636,2.070654476880016,1.9934889582973236,1.9207698066111019,1.7837592607270878,1.6371455994751987,1.509385469045229,1.462030871266332
4.747474747474747,2.340877475429374,2.1870598451634975,2.1008654476510893,2.020291108370273,1.9451798022080726,1.8168550603094518,1.6736647758528505,1.5396310941712312,1.4785065434920261
4.984848484848485,2.407823382372912,2.245056579554073,2.1515685264597173,2.065651723621797,1.9854956714617262,1.8645693274517119,1.7232496654212432,1.5839788665252628,1.5051198431280532
5.222222222222222,2.4956919671547824,2.325930107068603,2.2230124458480893,2.1293715463673566,2.041136002703277,1.9259187594511398,1.785906185874078,1.642659289619664,1.5432891380091645
5.459595959595959,2.606110645365479,2.4306701974756515,2.3156985626708577,2.211719056259359,2.112491865511165,2.000884531146045,1.8623121466469688,1.7159152236239872,1.5941761503685603
5.696969696969697,2.7403331566095472,2.5598863375654055,2.429485863628565,2.3120919363868153,2.1989821395403584,2.0886205874820916,1.9522086241248984,1.8034969311325093,1.65806043671373
5.934343434343434,2.893448286046578,2.7082888316137415,2.5604934795640784,2.4273652367597496,2.2986892817439055,2.1869704810372377,2.0531020571699834,1.9029569536380815,1.7338377012802888
6.171717171717172,3.0633423486533244,2.873150281589804,2.70762259785479,2.556777387027796,2.4114312406766683,2.295622461281862,2.1640357903343626,2.013323422452928,1.8211301478122353
6.409090909090909,3.237868471874779,3.043197639477076,2.8621461725865798,2.6937302226736493,2.5324757935677997,2.4102829515704913,2.279863496294469,2.129140063883806,1.916142747931585
6.646464646464646,3.412571423003899,3.2146413982409325,3.0215850310852397,2.8373584911158582,2.6614638771779173,2.530707386326256,2.399919469517888,2.2492608386398283,2.0182268859986032
6.883838383838384,3.5745906068931688,3.3747309111436836,3.1746396909854737,2.978777626476973,2.7915466564048925,2.650750035098874,2.51736990739381,2.365907507730543,2.121423279202264
7.121212121212121,3.7209303208323674,3.5204210411566574,3.3181612411148773,3.1161423418937155,2.9215775860368782,2.7689242223911523,2.63054121805902,2.4773668383966823,2.225650055459746
7.358585858585859,3.844152075361509,3.643400627845214,3.4433942347402864,3.241361443740927,3.044365263973187,2.879277873069015,2.7331338432575354,2.576557470769923,2.324024475891058
7.595959595959596,3.943739252818825,3.74361716048522,3.5498860709768327,3.3528853495172495,3.1584270145036952,2.981304084826272,2.823693031028278,2.6629151588483357,2.4148911269007085
7.833333333333333,4.0176863814896535,3.8188641545186455,3.634316035420577,3.446022409826107,3.2577943339842865,3.0703959119257695,2.898142716632565,2.7323888041903692,2.4920187860981087
8.070707070707071,4.0674292680048,3.8713048851222767,3.699196868117342,3.5224123994022225,3.3418787467198348,3.1466742125584553,2.9568510447642185,2.78501069433813,2.555712488474314
8.308080808080808,4.095894798406416,3.9038482595227686,3.7459511983905145,3.5815050385818075,3.40819003625982,3.2077453250540757,2.999121617509458,2.820152661896283,2.6034868495760954
8.545454545454545,4.1072580239963274,3.920312765680672,3.7771955106710635,3.6246218783017894,3.4570366912677364,3.2534020208313468,3.02590236672834,2.8387119209555878,2.6352639691005084
8.782828282828284,4.108823652908927,3.9266753701388963,3.796554595358833,3.6534218858014382,3.4892705770666157,3.283819550824037,3.0391157209808055,2.843016923325046,2.6512462694901013
9.02020202020202,4.104803137805301,3.9254542899476244,3.805098249752905,3.6689408264941235,3.505771187651881,3.2989060840483893,3.0393341802909246,2.834064974775657,2.6519177906710527
9.257575757575758,4.101272173656039,3.9212456625058656,3.8061621585045504,3.674015681337123,3.5092420379870215,3.3007940376943146,3.0294210986777546,2.8149926500243008,2.639536849318803
9.494949494949495,4.096955320943389,3.913191398820462,3.79974579003296,3.6690454817753277,3.500820844035363,3.290056072592052,3.0099901004561898,2.7867955977435734,2.615567330384777
9.732323232323232,4.0938363785705745,3.9035611424806613,3.7884750753717173,3.657004972403308,3.4841941436344954,3.2700687286602186,2.9846678267796043,2.753296577498798,2.5835548791280605
9.96969696969697,4.090865418764227,3.892704932505553,3.7731824121475905,3.638930046667641,3.461541560756275,3.2426591674055056,2.9550659297446153,2.7166416484570752,2.545865479884539
10.207070707070708,4.087066159885511,3.8810397124824347,3.754797215652439,3.6162198724147228,3.435614716258437,3.21020332766246,2.9232776935163614,2.67937696694173,2.505315551375439
10.444444444444445,4.082887919564714,3.8694988970522832,3.735002502521727,3.5910509583963677,3.4091394701102478,3.175632514620275,2.891669767025285,2.64391176031928,2.4649539889888152
10.681818181818182,4.07793108573346,3.857620347551281,3.713979578305599,3.5637607262871587,3.382724797777047,3.1398238622043215,2.860242562267965,2.6103238450900705,2.4258193362618115
10.919191919191919,4.072402321629932,3.8461424423362724,3.693497626903063,3.536716436031293,3.358712002443891,3.1060602398221704,2.8315296808217663,2.5802248105713947,2.3902911724327978
11.156565656565657,4.065700446337113,3.834448445989703,3.673462235386369,3.5097118679269306,3.3361519070043784,3.074145146083312,2.805042094084033,2.552289180976914,2.35740977822371
11.393939393939394,4.057721554020867,3.8227277116349487,3.6548646037112538,3.4846141014840484,3.315937901751652,3.0462138323890886,2.7824643933734166,2.526796102541547,2.32794211812461
11.631313131313131,4.047869006844142,3.810305096212445,3.6369719762834447,3.461148704446496,3.296529460896598,3.021182948831731,2.763154679941594,2.5021619515118996,2.300551509137449
11.868686868686869,4.036084510089786,3.7971390248899795,3.619824990905982,3.440251407565355,3.2776371934328123,2.9993240371846417,2.7471365698688013,2.4779247732106375,2.2745466542585766
12.106060606060606,4.021667735072416,3.7824298821821616,3.6023374054939032,3.4211286387603397,3.2581420592669232,2.9793388093732043,2.733448622951576,2.4531049076884135,2.248594107088501
12.343434343434344,4.005236340982138,3.7666806131494877,3.584848173410032,3.4039549381487775,3.237816840064767,2.9607701633300336,2.721113950257356,2.4277749909684725,2.2224925513459874
12.580808080808081,3.985406971059564,3.74843391669153,3.566063271729779,3.3870396640781295,3.213633514141677,2.942411453393993,2.7084473463861074,2.4010344915734323,2.195512835928027
12.818181818181818,3.9643881397464282,3.7295894592303296,3.5477101163865656,3.371183733777724,3.1879689977845556,2.9249173853741826,2.6952277453370255,2.374322796995617,2.1687972366335893
13.055555555555555,3.941284889080298,3.709387626366634,3.5288861993406013,3.3547383439602982,3.16239372654822,2.9077363490707593,2.680174155213781,2.3475311146774755,2.1419315356608735
13.292929292929292,3.919888687309265,3.691159332129558,3.512420086043846,3.3398076156010177,3.1410384807440344,2.892648051052104,2.6644874370085003,2.3232244746338107,2.11682823061496
13.530303030303031,3.901608358397393,3.6755800138683865,3.498739185324319,3.3270424256022544,3.124870305033441,2.880367033533514,2.648263235083413,2.3042621010847086,2.093892009622896
13.767676767676768,3.8903986063939784,3.6659240586173425,3.4906766766263218,3.319175181982573,3.116146739279684,2.872801964051092,2.6332512443800513,2.293478036627398,2.0750165348302616
14.005050505050505,3.8900166215714203,3.6659427717853954,3.491640492684372,3.3194830808808535,3.116670008917925,2.8719302875865145,2.6220246845247535,2.2904515434998425,2.062589321202648
14.242424242424242,3.9028883735836115,3.6782273146595936,3.5039254347430786,3.3300603069252235,3.1275309429815064,2.8788669741073996,2.6164217838758543,2.2938534197244875,2.0582575695639163
14.47979797979798,3.935584083710428,3.7070930956881263,3.5324939287076784,3.355634732415231,3.152383203909544,2.8962524022184257,2.620286742014628,2.305337418650306,2.064950700553901
14.717171717171718,3.9949267576439835,3.7537053439116765,3.579374572932101,3.398334376015161,3.1926079539391545,2.9245870128201457,2.635501909700576,2.325493749133739,2.083487489110367
14.954545454545455,4.079498750213989,3.8208111732297145,3.647250951886091,3.4610300841142596,3.2521715496768957,2.966104498030466,2.6645174953540223,2.356836453481078,2.11538298648332
15.191919191919192,4.18434412210115,3.9100460728299637,3.737445363188469,3.5452374685486987,3.334759795081914,3.022182927836328,2.708649576344647,2.4010347482988075,2.1611248447913507
15.429292929292929,4.304654958745488,4.020974974748911,3.8475145032120817,3.6497334618216755,3.436697376980159,3.0926564725074446,2.7678299110504416,2.4579964899796325,2.2198586437685845
15.666666666666666,4.441170849964224,4.155462791413254,3.9758307907331414,3.774384488332278,3.554171231878671,3.1776687728761286,2.842139889655545,2.527887323630055,2.291507502278871
15.904040404040405,4.586562432220508,4.305956466445586,4.116738354169605,3.9127833549786546,3.6789760450753355,3.2717716892327955,2.926269709380119,2.606646308527803,2.3723389744007655
16.141414141414142,4.739874605118861,4.4702158431703145,4.2713536195492825,4.063683207985146,3.809683595370937,3.371250179741982,3.0159529140211188,2.6936278316524542,2.4617377624098804
16.37878787878788,4.887937904838343,4.630035989498647,4.428496092770552,4.215863423987081,3.938710621340726,3.470439660238882,3.1057356832495766,2.782915897116867,2.5535380100429683
16.616161616161616,5.0260304743647675,4.771280998768554,4.583850019483028,4.366261575715139,4.066724237944624,3.570102098760338,3.196248035914163,2.873608965125534,2.6458930955801336
16.853535353535353,5.141488369651307,4.886460624355936,4.7231798831427145,4.501995193178676,4.18537256522473,3.664836560649241,3.281544323887937,2.957908136183559,2.73062510846933
17.09090909090909,5.232468378401324,4.9824973782996915,4.842207785302795,4.620046039700837,4.291842905912298,3.7541768727961853,3.3599396833032276,3.029406878997384,2.8017740374556075
17.328282828282827,5.293277789874244,5.057042783119003,4.9310801784407765,4.710658095281094,4.376528360505132,3.8316933427430513,3.4243352590568628,3.084361036864218,2.856515770014622
17.565656565656568,5.32666070036286,5.111982284683871,4.990022191993936,4.773490858187448,4.440404266335035,3.8962656200788643,3.46711036956312,3.125220347630625,2.9000315034694637
17.803030303030305,5.332740014539331,5.143359891139609,5.016355341432468,4.805766662510702,4.4807235917004,3.943965648070338,3.487297355996436,3.1525569126625084,2.9342373582563916
18.04040404040404,5.313231952922728,5.149454481355083,4.999486416698076,4.809587980472245,4.499897429767729,3.975245343756441,3.4917324488927624,3.1701679721835387,2.9611587356612636
18.27777777777778,5.269743297148014,5.130797236312191,4.940715684720505,4.788084553972341,4.50033561609522,3.990682324235692,3.4871173459044513,3.17992075717372,2.9812415645798023
18.515151515151516,5.201441200103438,5.0887975280135045,4.855672804916513,4.743799670834017,4.4833227189740175,3.992003578692918,3.4709286984242986,3.18145410298135,2.9888032406065985
18.752525252525253,5.112493482127711,5.029891601859852,4.762279575268106,4.6821405632057616,4.451477172071246,3.982051654149787,3.441025214317523,3.1762489462522456,2.980813241636642
18.98989898989899,5.008726510420836,4.9549562470768285,4.666532160866668,4.603839118326606,4.401444497463603,3.9595843780177162,3.4026250295189624,3.16440248492739,2.962185908760282
19.227272727272727,4.898296604306073,4.867280250506308,4.576529952428099,4.515720204047019,4.3363652669369355,3.930604196126882,3.3701179273027626,3.1490666920207566,2.94019647663334
19.464646464646464,4.7778819856129715,4.762050636692328,4.492475460328368,4.420661419522998,4.260875959282614,3.8982892078969886,3.3560716868771907,3.129461641504998,2.9119267640571094
19.7020202020202,4.64689697399588,4.635631162142136,4.408466938226877,4.317985411179589,4.174920473806525,3.85550484356684,3.35299142631959,3.1052077320425417,2.8773076649164464
19.93939393939394,4.5100241123390665,4.491917794456523,4.319248819034916,4.208516500776694,4.0784891412210404,3.7982499179098257,3.3487148198586043,3.076402652251966,2.8382176339658067
20.17676767676768,4.369552877435648,4.3360324599311175,4.220778984096252,4.091723740155157,3.971746012636277,3.7263438247052254,3.3346301868247177,3.0413299992300393,2.7947740006866044
20.414141414141415,4.230218662654927,4.178720267188421,4.116071120473528,3.9706268794934405,3.8583060040293886,3.642784218807234,3.3071335852438364,2.9999114325528136,2.7479926822484972
20.651515151515152,4.092846592046907,4.028043197083931,4.003853755727129,3.8448965221224203,3.738716193622669,3.5471631919679374,3.262049371150408,2.9513569992287656,2.6973853668470995
20.88888888888889,3.9599359838862824,3.888290320208381,3.8836059200444306,3.7165007905675336,3.6155712139914487,3.4426400665034866,3.200586153900016,2.897513229911495,2.6453760696079955
21.126262626262626,3.8311078779052847,3.74957992847621,3.752083014039566,3.5853274491511717,3.488985138514419,3.330474726178162,3.1243685419496146,2.8410043912859337,2.5933245636758833
21.363636363636363,3.707388231950193,3.6102608221581387,3.607388266030061,3.452366534764896,3.3601958861036034,3.212777456759018,3.0360905594373704,2.7836298904755914,2.54235924961205
21.6010101010101,3.5884169563403874,3.470195665419933,3.449847295921283,3.317731532801926,3.2293119970997606,3.090290637740743,2.939630973646374,2.7213283277036595,2.4880485644071406
21.838383838383837,3.474677881813367,3.330017490881667,3.285620308649084,3.182135334970953,3.097005251334352,2.964601373060766,2.837306780344778,2.653218797076606,2.4289815626794713
22.075757575757574,3.3664358694231167,3.18988863897472,3.126599529368942,3.04575805925447,2.963422518872909,2.836279048693579,2.724519906063611,2.5800926662002515,2.365209604793515
22.313131313131315,3.2643761740537025,3.0505758929787774,2.9830506599308295,2.9094674406815453,2.8293416867348653,2.7070066377881616,2.6026792949996773,2.502456764092702,2.2993911095032313
22.550505050505052,3.168971614356739,2.9121344318522353,2.845054092657291,2.773497131237177,2.694830865782398,2.5771399917569573,2.4790535615592546,2.4190676215216635,2.2346370669612368
22.78787878787879,3.0803105228992482,2.7748919711350695,2.7075732162279462,2.638485076234014,2.5605785063835893,2.4479149080300577,2.3618483422884955,2.3288897934581394,2.174860107702367
23.025252525252526,2.999159041065898,2.638451321462659,2.570551709923061,2.5041243886572415,2.4266420089718146,2.3190917457395535,2.24692557709977,2.2293075791699293,2.1147184355750257
23.262626262626263,2.9257569313433054,2.5025005037225263,2.4340503169474275,2.370328295662219,2.2933501130210554,2.190882459655147,2.132730628330566,2.1202951964008516,2.0519255841177726
23.5,2.8624370647992796,2.3668917668602143,2.297867352041956,2.2368230187887206,2.1602585852020426,2.0627828530480787,2.0183943035710232,2.003156023167335,1.9867733029938899
