x,p90,p80,p70,p60,p50,p40,p30,p20,p10
14.954545454545455,3.6628667935793984,3.0958940641782315,2.2410757090650253,1.4211283732706506,0.5463176017662356,0.29511038847131493,0.1914978228545062,0.11146782313820366,0.03967249576460608
15.191919191919192,3.587107947963846,3.026570507421084,2.14065553769798,1.342776855477819,0.45771545528374286,0.23350738856934428,0.14786837600691335,0.08508721697970599,0.028111472557833077
15.429292929292929,3.491218155235167,2.942743929121467,2.028790297339449,1.2612845009122262,0.3754309279413074,0.17857530339002117,0.10913597986978273,0.06167666582358105,0.01903004230174469
15.666666666666666,3.371612363676307,2.8430705619451886,1.906185698519821,1.1751963893778525,0.3007790638338952,0.13094780537501868,0.07567720133437343,0.041705363824561914,0.01187514719989197
15.904040404040405,3.2321159115860616,2.726313158699676,1.7757591154139074,1.0873744347037655,0.23621063440899043,0.09220497215598455,0.04870698404834438,0.02599305422687801,0.006484675664084099
16.141414141414142,3.078046537071484,2.5892117308840366,1.6364424418265033,0.9966662347206688,0.18133590111074982,0.061735894405566275,0.027789184577582202,0.014039379304358703,0.0024291788890433218
16.37878787878788,2.9155845690341122,2.434464232173505,1.4934594791148197,0.9017763579978806,0.13625404660357116,0.03915418412837426,0.01274108431274338,0.0057084777313051996,-0.00024453702102466114
16.616161616161616,2.7391724168511025,2.261855741868836,1.3480958415647415,0.7958724674812868,0.10019741804640113,0.02341429720953138,0.00288873535202704,0.0004448539246936524,-0.001312477960738405
16.853535353535353,2.5506866354104907,2.0771421719884198,1.2061590579039554,0.6814432761369734,0.07229455708858042,0.013172474896821395,-0.0026217620966710485,-0.002359010095661913,-0.0009301246240057178
17.09090909090909,2.34836630788142,1.8795434309642878,1.0676480916368523,0.5630933387101399,0.05172897098198559,0.007139150507305769,-0.004524131492065114,-0.0030612079998294304,-0.00021594498949131387
17.328282828282827,2.138599393886352,1.677567522758864,0.9369014178047336,0.45211929084152225,0.03714196975734067,0.003686731046042946,-0.00417526963921108,-0.002492589996326418,0.0
17.565656565656568,1.9201762718948079,1.4717520752763582,0.8123054073016508,0.3576938632629397,0.02732543117493337,0.0022063970157566474,-0.0026426754747907164,-0.0014060362711530196,0.0
17.803030303030305,1.7011214371271546,1.271261400770628,0.6963742415688932,0.28690746960856234,0.020386263910557458,0.0015188026372460147,-0.0012829074979132079,-0.0006414519104695804,0.0
18.04040404040404,1.4824136641349237,1.0752410665537793,0.5884033546915008,0.2293335140052256,0.015492644724318428,0.0011235041623191475,-0.00028963720604095576,-0.00014473890145676676,0.0
18.27777777777778,1.2711904825067375,0.8896153519518161,0.4896223773496863,0.17963397587098512,0.011227975576234955,0.0005651346635547616,-1.1734710471868468e-07,0.0,0.0
18.515151515151516,1.0710431734977575,0.719292236728204,0.4000897913702538,0.13736803633176078,0.007243995974583412,0.00010333935796547575,-2.6313113979070182e-08,0.0,0.0
18.752525252525253,0.8860948735093492,0.5688872203649237,0.31918181010677577,0.10157867344072936,0.003379633611438523,1.6078635144114116e-07,-3.9198272609019024e-13,0.0,0.0
18.98989898989899,0.7198013544752869,0.4406642850736151,0.2484503043391076,0.0733223131804886,0.0006412784425454731,2.9501871821868522e-08,0.0,0.0,0.0
19.227272727272727,0.5679481432571133,0.3298479829420061,0.18573227643397947,0.051413022201400274,-0.00022644463480375434,2.0031959804972418e-10,0.0,0.0,0.0
19.464646464646464,0.4266754788581627,0.2334269266794011,0.13015223683988697,0.03448041542680627,-0.00013151520484151223,0.0,0.0,0.0,0.0
19.7020202020202,0.30618344569961575,0.1564121187541997,0.08530970283170705,0.022228597855559647,-7.58495691852444e-06,0.0,0.0,0.0,0.0
19.93939393939394,0.21293872996860336,0.10058675028860978,0.05246690238427283,0.013313922393368096,0.0,0.0,0.0,0.0,0.0
20.17676767676768,0.14564373458689533,0.06397063407892253,0.030766030585703465,0.006800903241270791,0.0,0.0,0.0,0.0,0.0
20.414141414141415,0.09821833720390903,0.04108357933147409,0.016958977115430755,0.0020390212793809596,0.0,0.0,0.0,0.0,0.0
20.651515151515152,0.06598511320468757,0.027874752190436773,0.008662764922777783,-0.00030902622564896913,0.0,0.0,0.0,0.0,0.0
20.88888888888889,0.043226378636600164,0.01973277301221924,0.003597644716324758,-0.0005440399489453717,0.0,0.0,0.0,0.0,0.0
21.126262626262626,0.028070213152911055,0.01485184873971307,0.0010336291155696163,-0.00015222915468822562,0.0,0.0,0.0,0.0,0.0
21.363636363636363,0.017260735758556398,0.010688754554910425,-0.00021644151532174865,0.0,0.0,0.0,0.0,0.0,0.0
21.6010101010101,0.010008303712430416,0.006767320993733127,-0.0004793154350839288,0.0,0.0,0.0,0.0,0.0,0.0
21.838383838383837,0.0048928213864089425,0.002857927657254705,-0.0003678333975786526,0.0,0.0,0.0,0.0,0.0,0.0
22.075757575757574,0.0018019547970588791,0.0001899566768333236,-0.0001151139934514618,0.0,0.0,0.0,0.0,0.0,0.0
22.313131313131315,9.170021412843152e-05,-0.00038643117038345573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.550505050505052,-0.00043431703436096246,-0.00012700017584810287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.78787878787879,-0.00041262453354827647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.025252525252526,-0.0001412937310521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.262626262626263,2.44979059732831e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,9.899479512367637e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
