datetime,irradiance_Wm-2,panel_temp_C,pv_power_mw
2017-11-07 13:30:00+00:00,50.6,7.76,0.22
2017-11-07 14:00:00+00:00,47.83,7.44,0.2
2017-11-07 14:30:00+00:00,183.09,8.27,0.77
2017-11-07 15:00:00+00:00,382.91,15.13,1.45
2017-11-07 15:30:00+00:00,173.63,11.96,0.55
2017-11-07 16:00:00+00:00,61.6,8.02,0.13
2017-11-07 16:30:00+00:00,2.89,6.03,0.01
2017-11-07 17:00:00+00:00,0.0,5.49,0.0
2017-11-07 17:30:00+00:00,0.0,5.01,0.0
2017-11-07 18:00:00+00:00,0.0,4.86,0.0
2017-11-07 18:30:00+00:00,0.0,5.06,0.0
2017-11-07 19:00:00+00:00,0.0,4.23,0.0
2017-11-07 19:30:00+00:00,0.0,4.18,0.0
2017-11-07 20:00:00+00:00,0.0,2.9,0.0
2017-11-07 20:30:00+00:00,0.0,2.76,0.0
2017-11-07 21:00:00+00:00,0.0,2.07,0.0
2017-11-07 21:30:00+00:00,0.0,0.87,0.0
2017-11-07 22:00:00+00:00,0.0,0.82,0.0
2017-11-07 22:30:00+00:00,0.0,1.31,0.0
2017-11-07 23:00:00+00:00,0.0,0.73,0.0
2017-11-07 23:30:00+00:00,0.0,0.82,0.0
2017-11-08 00:00:00+00:00,0.0,0.87,0.0
2017-11-08 00:30:00+00:00,0.0,0.52,0.0
2017-11-08 01:00:00+00:00,0.0,-0.05,0.0
2017-11-08 01:30:00+00:00,0.0,0.05,0.0
2017-11-08 02:00:00+00:00,0.0,0.9,0.0
2017-11-08 02:30:00+00:00,0.0,1.7,0.0
2017-11-08 03:00:00+00:00,0.0,0.44,0.0
2017-11-08 03:30:00+00:00,0.0,1.75,0.0
2017-11-08 04:00:00+00:00,0.0,2.0,0.0
2017-11-08 04:30:00+00:00,0.0,0.52,0.0
2017-11-08 05:00:00+00:00,0.0,0.5,0.0
2017-11-08 05:30:00+00:00,0.0,0.52,0.0
2017-11-08 06:00:00+00:00,0.0,-0.02,0.0
2017-11-08 06:30:00+00:00,0.0,0.13,0.0
2017-11-08 07:00:00+00:00,2.82,0.24,0.01
2017-11-08 07:30:00+00:00,21.12,-0.01,0.08
2017-11-08 08:00:00+00:00,179.63,0.66,0.32
2017-11-08 08:30:00+00:00,305.78,4.79,0.71
2017-11-08 09:00:00+00:00,416.06,7.85,1.22
2017-11-08 09:30:00+00:00,504.54,10.73,1.75
2017-11-08 10:00:00+00:00,570.82,15.93,2.16
2017-11-08 10:30:00+00:00,621.61,19.91,2.42
2017-11-08 11:00:00+00:00,668.4,21.8,1.57
2017-11-08 11:30:00+00:00,606.66,26.6,1.3
2017-11-08 12:00:00+00:00,638.79,20.6,1.27
2017-11-08 12:30:00+00:00,509.69,20.77,1.08
2017-11-08 13:00:00+00:00,557.58,19.65,1.19
2017-11-08 13:30:00+00:00,494.13,17.77,1.23
2017-11-08 14:00:00+00:00,457.64,18.58,1.17
2017-11-08 14:30:00+00:00,324.6,18.17,1.25
2017-11-08 15:00:00+00:00,318.98,14.38,1.15
2017-11-08 15:30:00+00:00,128.44,12.57,0.44
2017-11-08 16:00:00+00:00,34.4,7.36,0.11
2017-11-08 16:30:00+00:00,1.79,4.82,0.01
2017-11-08 17:00:00+00:00,0.0,4.17,0.0
2017-11-08 17:30:00+00:00,0.0,2.59,0.0
2017-11-08 18:00:00+00:00,0.0,2.05,0.0
2017-11-08 18:30:00+00:00,0.0,1.84,0.0
2017-11-08 19:00:00+00:00,0.0,2.62,0.0
2017-11-08 19:30:00+00:00,0.0,3.9,0.0
2017-11-08 20:00:00+00:00,0.0,4.37,0.0
2017-11-08 20:30:00+00:00,0.0,4.79,0.0
2017-11-08 21:00:00+00:00,0.0,4.93,0.0
2017-11-08 21:30:00+00:00,0.0,4.75,0.0
2017-11-08 22:00:00+00:00,0.0,5.09,0.0
2017-11-08 22:30:00+00:00,0.0,5.31,0.0
2017-11-08 23:00:00+00:00,0.0,5.24,0.0
2017-11-08 23:30:00+00:00,0.0,5.15,0.0
2017-11-09 00:00:00+00:00,0.0,5.49,0.0
2017-11-09 00:30:00+00:00,0.0,5.31,0.0
2017-11-09 01:00:00+00:00,0.0,5.54,0.0
2017-11-09 01:30:00+00:00,0.0,6.17,0.0
2017-11-09 02:00:00+00:00,0.0,6.76,0.0
2017-11-09 02:30:00+00:00,0.0,6.28,0.0
2017-11-09 03:00:00+00:00,0.0,6.45,0.0
2017-11-09 03:30:00+00:00,0.0,6.73,0.0
2017-11-09 04:00:00+00:00,0.1,6.97,0.0
2017-11-09 04:30:00+00:00,0.0,8.02,0.0
2017-11-09 05:00:00+00:00,0.0,9.15,0.0
2017-11-09 05:30:00+00:00,0.0,9.29,0.0
2017-11-09 06:00:00+00:00,0.0,9.17,0.0
2017-11-09 06:30:00+00:00,0.0,8.04,0.0
2017-11-09 07:00:00+00:00,0.33,7.98,0.0
2017-11-09 07:30:00+00:00,6.55,7.37,0.01
2017-11-09 08:00:00+00:00,15.14,7.72,0.04
2017-11-09 08:30:00+00:00,63.47,7.79,0.2
2017-11-09 09:00:00+00:00,184.22,11.32,0.69
2017-11-09 09:30:00+00:00,149.3,12.77,0.62
2017-11-09 10:00:00+00:00,207.88,13.95,0.88
2017-11-09 10:30:00+00:00,202.73,16.49,0.86
2017-11-09 11:00:00+00:00,149.41,15.99,0.67
2017-11-09 11:30:00+00:00,111.8,14.48,0.51
2017-11-09 12:00:00+00:00,160.27,13.32,0.76
2017-11-09 12:30:00+00:00,222.14,17.47,1.0
2017-11-09 13:00:00+00:00,148.25,15.73,0.66
2017-11-09 13:30:00+00:00,108.37,13.5,0.48
2017-11-09 14:00:00+00:00,129.77,12.71,0.56
2017-11-09 14:30:00+00:00,104.02,14.06,0.43
2017-11-09 15:00:00+00:00,81.78,12.32,0.35
2017-11-09 15:30:00+00:00,94.13,13.29,0.35
2017-11-09 16:00:00+00:00,14.31,9.84,0.05
2017-11-09 16:30:00+00:00,0.57,9.04,0.0
2017-11-09 17:00:00+00:00,0.0,9.71,0.0
2017-11-09 17:30:00+00:00,0.0,8.82,0.0
2017-11-09 18:00:00+00:00,0.0,9.27,0.0
2017-11-09 18:30:00+00:00,0.0,7.38,0.0
2017-11-09 19:00:00+00:00,0.0,7.39,0.0
2017-11-09 19:30:00+00:00,0.0,7.91,0.0
2017-11-09 20:00:00+00:00,0.0,7.54,0.0
2017-11-09 20:30:00+00:00,0.0,7.65,0.0
2017-11-09 21:00:00+00:00,0.0,7.02,0.0
2017-11-09 21:30:00+00:00,0.0,6.27,0.0
2017-11-09 22:00:00+00:00,0.0,6.28,0.0
2017-11-09 22:30:00+00:00,0.0,6.7,0.0
2017-11-09 23:00:00+00:00,0.0,6.63,0.0
2017-11-09 23:30:00+00:00,0.0,6.97,0.0
2017-11-10 00:00:00+00:00,0.0,7.59,0.0
2017-11-10 00:30:00+00:00,0.0,9.03,0.0
2017-11-10 01:00:00+00:00,0.0,9.55,0.0
2017-11-10 01:30:00+00:00,0.0,9.79,0.0
2017-11-10 02:00:00+00:00,0.0,10.05,0.0
2017-11-10 02:30:00+00:00,0.0,9.93,0.0
2017-11-10 03:00:00+00:00,0.0,9.75,0.0
2017-11-10 03:30:00+00:00,0.0,9.89,0.0
2017-11-10 04:00:00+00:00,0.0,10.39,0.0
2017-11-10 04:30:00+00:00,0.0,10.63,0.0
2017-11-10 05:00:00+00:00,0.0,10.86,0.0
2017-11-10 05:30:00+00:00,0.0,10.54,0.0
2017-11-10 06:00:00+00:00,0.0,10.42,0.0
2017-11-10 06:30:00+00:00,0.0,10.41,0.0
2017-11-10 07:00:00+00:00,0.46,10.43,0.0
2017-11-10 07:30:00+00:00,16.44,9.79,0.05
2017-11-10 08:00:00+00:00,30.23,10.13,0.11
2017-11-10 08:30:00+00:00,58.22,11.31,0.22
2017-11-10 09:00:00+00:00,122.87,12.2,0.46
2017-11-10 09:30:00+00:00,332.26,13.13,1.17
2017-11-10 10:00:00+00:00,357.77,16.69,1.39
2017-11-10 10:30:00+00:00,375.24,15.92,1.47
2017-11-10 11:00:00+00:00,542.83,17.41,2.03
2017-11-10 11:30:00+00:00,608.88,18.21,2.39
2017-11-10 12:00:00+00:00,506.66,20.95,2.07
2017-11-10 12:30:00+00:00,416.53,16.36,1.83
2017-11-10 13:00:00+00:00,471.59,16.5,1.82
2017-11-10 13:30:00+00:00,464.8,19.62,1.91
2017-11-10 14:00:00+00:00,376.04,14.24,1.55
2017-11-10 14:30:00+00:00,242.87,16.1,0.94
2017-11-10 15:00:00+00:00,138.66,12.66,0.53
2017-11-10 15:30:00+00:00,58.96,10.86,0.23
2017-11-10 16:00:00+00:00,14.3,10.08,0.04
2017-11-10 16:30:00+00:00,1.09,9.16,0.0
2017-11-10 17:00:00+00:00,0.0,9.04,0.0
2017-11-10 17:30:00+00:00,0.0,9.03,0.0
2017-11-10 18:00:00+00:00,0.0,9.13,0.0
2017-11-10 18:30:00+00:00,0.0,9.34,0.0
2017-11-10 19:00:00+00:00,0.0,9.56,0.0
2017-11-10 19:30:00+00:00,0.0,9.15,0.0
2017-11-10 20:00:00+00:00,0.0,9.31,0.0
2017-11-10 20:30:00+00:00,0.0,9.62,0.0
2017-11-10 21:00:00+00:00,0.0,10.24,0.0
2017-11-10 21:30:00+00:00,0.0,10.65,0.0
2017-11-10 22:00:00+00:00,0.0,10.84,0.0
2017-11-10 22:30:00+00:00,0.0,10.85,0.0
2017-11-10 23:00:00+00:00,0.0,10.86,0.0
2017-11-10 23:30:00+00:00,0.0,10.89,0.0
2017-11-11 00:00:00+00:00,0.0,10.9,0.0
2017-11-11 00:30:00+00:00,0.0,10.9,0.0
2017-11-11 01:00:00+00:00,0.0,10.77,0.0
2017-11-11 01:30:00+00:00,0.0,10.69,0.0
2017-11-11 02:00:00+00:00,0.0,10.5,0.0
2017-11-11 02:30:00+00:00,0.0,10.5,0.0
2017-11-11 03:00:00+00:00,0.0,10.41,0.0
2017-11-11 03:30:00+00:00,0.0,10.5,0.0
2017-11-11 04:00:00+00:00,0.0,10.63,0.0
2017-11-11 04:30:00+00:00,0.0,10.85,0.0
2017-11-11 05:00:00+00:00,0.0,10.9,0.0
2017-11-11 05:30:00+00:00,0.0,11.0,0.0
2017-11-11 06:00:00+00:00,0.0,11.08,0.0
2017-11-11 06:30:00+00:00,0.0,11.29,0.0
2017-11-11 07:00:00+00:00,0.32,11.35,0.0
2017-11-11 07:30:00+00:00,5.67,11.45,0.01
2017-11-11 08:00:00+00:00,24.79,11.6,0.08
2017-11-11 08:30:00+00:00,35.92,12.05,0.14
2017-11-11 09:00:00+00:00,48.21,12.09,0.2
2017-11-11 09:30:00+00:00,94.64,12.65,0.41
2017-11-11 10:00:00+00:00,123.65,13.06,0.57
2017-11-11 10:30:00+00:00,91.08,13.19,0.41
2017-11-11 11:00:00+00:00,110.33,13.13,0.5
2017-11-11 11:30:00+00:00,111.59,13.55,0.5
2017-11-11 12:00:00+00:00,252.52,14.94,1.12
2017-11-11 12:30:00+00:00,114.36,15.31,0.51
2017-11-11 13:00:00+00:00,127.83,13.94,0.57
2017-11-11 13:30:00+00:00,110.71,13.52,0.5
2017-11-11 14:00:00+00:00,91.95,13.09,0.41
2017-11-11 14:30:00+00:00,122.31,13.43,0.54
2017-11-11 15:00:00+00:00,47.94,13.17,0.2
2017-11-11 15:30:00+00:00,19.09,11.95,0.06
2017-11-11 16:00:00+00:00,9.14,11.76,0.02
2017-11-11 16:30:00+00:00,1.01,11.47,0.0
2017-11-11 17:00:00+00:00,0.0,11.33,0.0
2017-11-11 17:30:00+00:00,0.0,11.21,0.0
2017-11-11 18:00:00+00:00,0.0,11.09,0.0
2017-11-11 18:30:00+00:00,0.0,11.0,0.0
2017-11-11 19:00:00+00:00,0.0,11.04,0.0
2017-11-11 19:30:00+00:00,0.0,11.13,0.0
2017-11-11 20:00:00+00:00,0.0,11.03,0.0
2017-11-11 20:30:00+00:00,0.0,11.0,0.0
2017-11-11 21:00:00+00:00,0.0,11.01,0.0
2017-11-11 21:30:00+00:00,0.0,11.06,0.0
2017-11-11 22:00:00+00:00,0.0,11.1,0.0
2017-11-11 22:30:00+00:00,0.0,11.14,0.0
2017-11-11 23:00:00+00:00,0.0,11.19,0.0
2017-11-11 23:30:00+00:00,0.0,11.25,0.0
2017-11-12 00:00:00+00:00,0.0,11.31,0.0
2017-11-12 00:30:00+00:00,0.0,11.4,0.0
2017-11-12 01:00:00+00:00,0.0,11.43,0.0
2017-11-12 01:30:00+00:00,0.0,11.49,0.0
2017-11-12 02:00:00+00:00,0.0,11.42,0.0
2017-11-12 02:30:00+00:00,0.0,11.15,0.0
2017-11-12 03:00:00+00:00,0.0,11.2,0.0
2017-11-12 03:30:00+00:00,0.0,11.32,0.0
2017-11-12 04:00:00+00:00,0.0,10.28,0.0
2017-11-12 04:30:00+00:00,0.0,8.61,0.0
2017-11-12 05:00:00+00:00,0.0,8.65,0.0
2017-11-12 05:30:00+00:00,0.0,7.73,0.0
2017-11-12 06:00:00+00:00,0.0,7.8,0.0
2017-11-12 06:30:00+00:00,0.0,7.38,0.0
2017-11-12 07:00:00+00:00,1.07,5.74,0.0
2017-11-12 07:30:00+00:00,18.9,5.28,0.06
2017-11-12 08:00:00+00:00,150.07,5.92,0.25
2017-11-12 08:30:00+00:00,261.53,8.31,0.56
2017-11-12 09:00:00+00:00,395.18,10.3,1.05
2017-11-12 09:30:00+00:00,174.78,10.89,0.66
2017-11-12 10:00:00+00:00,203.97,10.09,0.83
2017-11-12 10:30:00+00:00,492.11,10.99,1.91
2017-11-12 11:00:00+00:00,549.59,14.32,2.08
2017-11-12 11:30:00+00:00,476.26,13.59,1.95
2017-11-12 12:00:00+00:00,238.35,12.83,0.97
2017-11-12 12:30:00+00:00,233.95,10.26,0.9
2017-11-12 13:00:00+00:00,206.96,10.94,0.9
2017-11-12 13:30:00+00:00,289.59,10.58,1.27
2017-11-12 14:00:00+00:00,222.38,6.54,0.9
2017-11-12 14:30:00+00:00,201.66,7.4,0.76
2017-11-12 15:00:00+00:00,170.39,8.6,0.63
2017-11-12 15:30:00+00:00,56.46,6.49,0.17
2017-11-12 16:00:00+00:00,15.34,4.87,0.04
2017-11-12 16:30:00+00:00,1.16,4.03,0.0
2017-11-12 17:00:00+00:00,0.0,3.33,0.0
2017-11-12 17:30:00+00:00,0.0,2.9,0.0
2017-11-12 18:00:00+00:00,0.0,3.41,0.0
2017-11-12 18:30:00+00:00,0.0,3.83,0.0
2017-11-12 19:00:00+00:00,0.0,3.61,0.0
2017-11-12 19:30:00+00:00,0.0,3.32,0.0
2017-11-12 20:00:00+00:00,0.0,3.43,0.0
2017-11-12 20:30:00+00:00,0.0,3.19,0.0
2017-11-12 21:00:00+00:00,0.0,2.72,0.0
2017-11-12 21:30:00+00:00,0.0,2.36,0.0
2017-11-12 22:00:00+00:00,0.0,2.69,0.0
2017-11-12 22:30:00+00:00,0.0,1.91,0.0
2017-11-12 23:00:00+00:00,0.0,2.33,0.0
2017-11-12 23:30:00+00:00,0.0,2.34,0.0
